2018-04-30,0,1.00
2018-04-29,0,1.00
2018-04-28,0,1.00
2018-04-27,0,1.00
2018-04-26,0,1.00
2018-04-25,0,1.00
2018-04-24,0,1.00
2018-04-23,0,1.00
2018-04-22,0,1.00
2018-04-21,0,1.00
2018-04-20,0,1.00
2018-04-19,0,1.00
2018-04-18,0,1.00
2018-04-17,0,1.00
2018-04-16,0,1.00
2018-04-15,0,1.00
2018-04-14,0,1.00
2018-04-13,0,1.00
2018-04-12,0,1.00
2018-04-11,0,1.00
2018-04-10,0,1.00
2018-04-09,0,1.00
2018-04-08,0,1.00
2018-04-07,0,1.00
2018-04-06,0,1.00
2018-04-05,0,1.00
2018-04-04,0,1.00
2018-04-03,0,1.00
2018-04-02,0,1.00
2018-04-01,0,1.00
2018-03-31,0,1.00
2018-03-30,0,1.00
2018-03-29,0,1.00
2018-03-28,0,1.00
2018-03-27,0,1.00
2018-03-26,0,1.00
2018-03-25,0,1.00
2018-03-24,0,1.00
2018-03-23,0,1.00
2018-03-22,0,1.00
2018-03-21,0,1.00
2018-03-20,0,1.00
2018-03-19,0,1.00
2018-03-18,0,1.00
2018-03-17,0,1.00
2018-03-16,0,1.00
2018-03-15,0,1.00
2018-03-14,0,1.00
2018-03-13,0,1.00
2018-03-12,0,1.00
2018-03-11,0,1.00
2018-03-10,0,1.00
2018-03-09,0,1.00
2018-03-08,0,1.00
2018-03-07,0,1.00
2018-03-06,0,1.00
2018-03-05,0,1.00
2018-03-04,0,1.00
2018-03-03,0,1.00
2018-03-02,0,1.00
2018-03-01,0,1.00
2018-02-28,0,1.00
2018-02-27,0,1.00
2018-02-26,0,1.00
2018-01-19,0,1.00
2018-01-13,0,1.00
2018-01-12,0,1.00
2018-01-07,0,1.00
2017-11-25,0,1.00
2017-11-24,0,1.00
2017-11-23,0,1.00
2017-11-18,0,1.00
2017-11-17,0,1.00
2017-11-16,0,1.00
2017-11-15,0,1.00
2017-07-14,0,1.00
2017-07-07,0,1.00
2017-06-27,0,1.00
2017-06-10,0,1.00
2017-05-04,0,1.00
2017-05-02,0,1.00
2017-04-19,0,1.00
2017-04-17,0,1.00
2017-03-07,0,1.00
2017-03-06,0,1.00
2017-03-03,0,1.00
2017-03-02,0,1.00
2016-12-20,0,1.00
2016-12-15,0,1.00
2016-12-14,0,1.00
2016-12-13,0,1.00
2016-12-12,0,1.00
2016-12-09,0,1.00
2016-12-08,0,1.00
2016-12-07,0,1.00
2016-12-06,0,1.00
2016-12-03,0,1.00
2016-11-18,0,1.00
2016-11-17,0,1.00
2016-08-31,0,1.00
2016-08-30,0,1.00
2016-08-29,0,1.00
2016-08-27,0,1.00
2016-08-26,0,1.00
2016-08-25,0,1.00
2016-08-24,0,1.00
2016-08-23,0,1.00
2016-08-22,0,1.00
2016-08-18,0,1.00
2016-08-17,0,1.00
2016-08-16,0,1.00
2016-08-15,0,1.00
2016-08-13,0,1.00
2016-08-12,2200,1.02
2016-08-11,0,1.00
2016-08-10,0,1.00
2016-08-09,122,1.00
2016-08-08,0,1.00
2016-08-06,0,1.00
2016-08-05,0,1.00
2016-07-13,0,1.00
2016-07-12,0,1.00
2016-07-11,0,1.00
2016-07-10,0,1.00
2016-07-09,0,1.00
2016-07-08,0,1.00
2016-07-07,0,1.00
2016-07-06,0,1.00
2016-07-05,0,1.00
2016-07-04,0,1.00
2016-07-03,0,1.00
2016-07-02,0,1.00
2016-07-01,0,1.00
2016-06-30,0,1.00
2016-06-29,0,1.00
2016-06-28,0,0.10
2016-06-27,0,0.10
2016-05-26,0,0.10
2016-05-25,0,1.00
2016-05-24,0,1.00
2016-05-23,0,1.00
2016-05-20,0,1.00
2016-05-19,0,1.00
2016-05-16,5203,1.00
